,OBJECTID_1,OBJECTID,S_CODE,S_NAME,D_CODE,D_NAME,AC_NAME,PC_NO,PC_NAME,AC_NO,Shape_Length,Shape_Area,OBJECTID_2,S_CODE_2,S_NAME_2,D_CODE_2,D_NAME_2,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,Shape_Length_2,Shape_Area_2,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due
50646,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49794.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430768.0,NANAMANJARI,VILLAGE,36.0,167.0,77.0,90.0,4.0,2.0,2.0,163.0,75.0,88.0,0.067603157621333,0.0002630409962282,,,,,,,,,,,
50647,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49832.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430767.0,TABER,VILLAGE,55.0,240.0,125.0,115.0,33.0,19.0,14.0,207.0,106.0,101.0,0.0501020540900596,0.0001426286391287,,,,,,,,,,,
50649,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50092.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430766.0,ARALIPADA,VILLAGE,21.0,75.0,45.0,30.0,4.0,4.0,0.0,71.0,41.0,30.0,0.0432790866224541,9.19936075133724e-05,,,,,,,,,,,
50663,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49644.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430824.0,GAJALGUMI,VILLAGE,22.0,98.0,48.0,50.0,0.0,0.0,0.0,98.0,48.0,50.0,0.0721855691512014,0.0003171292971339,,,,,,,,,,,
50667,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50003.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430694.0,KUTEDURUBANDHA,VILLAGE,16.0,63.0,33.0,30.0,20.0,11.0,9.0,43.0,22.0,21.0,0.0202272284380461,2.75882099585114e-05,,,,,,,,,,,
50670,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49409.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430769.0,MARIVEDA,VILLAGE,20.0,84.0,38.0,46.0,4.0,1.0,3.0,80.0,37.0,43.0,0.112718414618258,0.0004914411129778,,,,,,,,,,,
50671,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50141.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430764.0,DHAKADPADAR,VILLAGE,61.0,266.0,136.0,130.0,54.0,30.0,24.0,212.0,106.0,106.0,0.0860456755095976,0.0002328435847053,,,,,,,,,,,
50675,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50073.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119950.0,ANDRAHAL,430555.0,GOILIKUNDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0601177849515797,0.0001867405255318,,,,,,,,,,,
50678,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49595.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430692.0,JUMDAMA,VILLAGE,39.0,173.0,82.0,91.0,3.0,1.0,2.0,170.0,81.0,89.0,0.0276073475816161,4.99698259591127e-05,,,,,,,,,,,
50679,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49835.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430693.0,CHITANGURU,VILLAGE,23.0,88.0,52.0,36.0,0.0,0.0,0.0,88.0,52.0,36.0,0.0450633410476899,8.00856771428491e-05,,,,,,,,,,,
50685,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50279.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119971.0,MARIWADA,430326.0,GODIGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099718150223773,0.000501340464863,,,,,,,,,,,
50698,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50362.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119959.0,BADILI,430333.0,BANDHAGUDA,VILLAGE,15.0,69.0,31.0,38.0,9.0,4.0,5.0,60.0,27.0,33.0,0.0686851236798571,0.0002559857422274,,,,,,,,,,,
50727,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50158.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430833.0,HANJARIAGUDA,VILLAGE,27.0,116.0,56.0,60.0,22.0,18.0,4.0,94.0,38.0,56.0,0.0378591575765842,8.93277664721163e-05,,,,,,,,,,,
50732,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49995.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430843.0,BANDOGUDA,VILLAGE,32.0,137.0,64.0,73.0,23.0,16.0,7.0,114.0,48.0,66.0,0.109279747365193,0.000345066482116,,,,,,,,,,,
50733,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49390.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430839.0,GAJALMAMUDI,VILLAGE,126.0,481.0,222.0,259.0,111.0,75.0,36.0,370.0,147.0,223.0,0.0788803967302963,0.0002233828075849,,,,,,,,,,,
50734,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49697.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430837.0,SUTUGANDHI,VILLAGE,35.0,137.0,61.0,76.0,12.0,9.0,3.0,125.0,52.0,73.0,0.0601114240096525,0.0001366684769666,,,,,,,,,,,
50735,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49495.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119988.0,NAKAMAMUDI,430811.0,SANTALEPADER,VILLAGE,6.0,21.0,11.0,10.0,1.0,0.0,1.0,20.0,11.0,9.0,0.0538279437699717,0.0001433534397708,,,,,,,,,,,
50736,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49734.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430842.0,DOLIAMBA,VILLAGE,12.0,54.0,24.0,30.0,12.0,8.0,4.0,42.0,16.0,26.0,0.0839640756164691,0.0002874536910722,,,,,,,,,,,
50737,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49792.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430836.0,PANASGANDHI,VILLAGE,15.0,47.0,23.0,24.0,6.0,4.0,2.0,41.0,19.0,22.0,0.224457651379222,0.0005891219020139,,,,,,,,,,,
50738,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49897.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430838.0,SITAGANDHI,VILLAGE,16.0,55.0,25.0,30.0,1.0,1.0,0.0,54.0,24.0,30.0,0.137550329349227,0.0007564327852095,,,,,,,,,,,
50739,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49936.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430841.0,TUMULUMAMUDI,VILLAGE,44.0,183.0,99.0,84.0,24.0,17.0,7.0,159.0,82.0,77.0,0.154658288619087,0.0004106734284785,,,,,,,,,,,
50740,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50128.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430840.0,ELAMPANKA,VILLAGE,83.0,352.0,172.0,180.0,114.0,77.0,37.0,238.0,95.0,143.0,0.0893273875870487,0.0002628586540162,,,,,,,,,,,
50742,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50258.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119993.0,TARLAKOTTA,430933.0,ORKEL,VILLAGE,73.0,335.0,164.0,171.0,94.0,69.0,25.0,241.0,95.0,146.0,0.0424359592476802,7.42993894641632e-05,,,,,,,,,,,
50771,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49839.0,21.0,ODISHA,399.0,MALKANGIRI,3223.0,CHITRAKONDA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119988.0,NAKAMAMUDI,430610.0,RAJABANDHA,VILLAGE,75.0,321.0,158.0,163.0,64.0,37.0,27.0,257.0,121.0,136.0,0.0705475821263099,0.0001469334438104,,,,,,,,,,,
50785,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49721.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119980.0,TARLAKOTTA,430917.0,JOGIPUT,VILLAGE,14.0,58.0,26.0,32.0,14.0,8.0,6.0,44.0,18.0,26.0,0.054822663127392,0.0001856901166793,,,,,,,,,,,
50802,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49648.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430697.0,LIMATANG,VILLAGE,39.0,163.0,79.0,84.0,66.0,39.0,27.0,97.0,40.0,57.0,0.0739207864592726,0.0002232025826987,,,,,,,,,,,
50803,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49744.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430696.0,MANDAPALI,VILLAGE,14.0,77.0,43.0,34.0,16.0,12.0,4.0,61.0,31.0,30.0,0.0284659777078248,4.16707419692252e-05,,,,,,,,,,,
50804,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50063.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430695.0,KOTAURU,VILLAGE,18.0,81.0,39.0,42.0,23.0,13.0,10.0,58.0,26.0,32.0,0.0303546168239211,4.93875260819287e-05,,,,,,,,,,,
50805,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49395.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430747.0,ISKABANDHA,VILLAGE,6.0,33.0,19.0,14.0,3.0,2.0,1.0,30.0,17.0,13.0,0.0322788030972793,7.09674628771657e-05,,,,,,,,,,,
50808,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50181.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430746.0,DANDALAGUNDHI,VILLAGE,53.0,257.0,118.0,139.0,54.0,37.0,17.0,203.0,81.0,122.0,0.0352909681144286,5.87941306633593e-05,,,,,,,,,,,
50809,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49727.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430703.0,CHITANGACHILIK,VILLAGE,26.0,121.0,64.0,57.0,19.0,14.0,5.0,102.0,50.0,52.0,0.0356673924826356,7.5613490466682e-05,,,,,,,,,,,
50810,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50180.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430743.0,DABUGUDA,VILLAGE,9.0,50.0,25.0,25.0,37.0,19.0,18.0,13.0,6.0,7.0,0.0194676489543571,2.14438025011211e-05,,,,,,,,,,,
50813,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49490.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430702.0,TELAL,VILLAGE,8.0,38.0,22.0,16.0,4.0,4.0,0.0,34.0,18.0,16.0,0.0339742969342778,6.05825031162626e-05,,,,,,,,,,,
50817,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50131.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430698.0,ANIBIRIDA,VILLAGE,24.0,124.0,65.0,59.0,1.0,1.0,0.0,123.0,64.0,59.0,0.0368499796334501,9.11913955760744e-05,,,,,,,,,,,
50818,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49584.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430700.0,GUNAMBA,VILLAGE,25.0,88.0,51.0,37.0,14.0,7.0,7.0,74.0,44.0,30.0,0.0255467168754393,4.92980829406594e-05,,,,,,,,,,,
50819,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49873.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430699.0,DONKATARU,VILLAGE,12.0,50.0,23.0,27.0,5.0,5.0,0.0,45.0,18.0,27.0,0.0356661480613316,8.13688909872284e-05,,,,,,,,,,,
50820,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49675.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430749.0,CHIKIPANESA,VILLAGE,66.0,290.0,141.0,149.0,51.0,30.0,21.0,239.0,111.0,128.0,0.082034942714748,0.0002716951734506,,,,,,,,,,,
50828,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49817.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430745.0,SURUBANDHA,VILLAGE,13.0,64.0,27.0,37.0,14.0,11.0,3.0,50.0,16.0,34.0,0.0392662582823794,0.0001054028875032,,,,,,,,,,,
50840,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50382.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430704.0,TAMERPALLI,VILLAGE,14.0,60.0,25.0,35.0,1.0,1.0,0.0,59.0,24.0,35.0,0.0333416028795001,5.87550725220943e-05,,,,,,,,,,,
50914,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49552.0,21.0,ODISHA,399.0,MALKANGIRI,3223.0,CHITRAKONDA P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119974.0,NUAGUDA,430649.0,NUAGUDA,VILLAGE,147.0,601.0,318.0,283.0,130.0,119.0,11.0,471.0,199.0,272.0,0.0690134548195388,0.0001834535337566,,,,,,,,,,,
50929,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50238.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119979.0,TANDIKI,430306.0,BARKAMADRI,VILLAGE,11.0,41.0,17.0,24.0,1.0,0.0,1.0,40.0,17.0,23.0,0.035476194449856,4.99896410439229e-05,,,,,,,,,,,
50933,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49757.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119979.0,TANDIKI,430223.0,PAKHANAGUDA,VILLAGE,55.0,269.0,137.0,132.0,50.0,27.0,23.0,219.0,110.0,109.0,0.0460105088632413,0.0001228120805077,,,,,,,,,,,
50939,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49538.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3484.0,MALKANGIRI,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120004.0,SINDRIMAL,430217.0,SINDHRIMALO,VILLAGE,117.0,584.0,243.0,341.0,203.0,76.0,127.0,381.0,167.0,214.0,0.127191449557309,0.0004014507776716,,,,,,,,,,,
50954,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49706.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3484.0,MALKANGIRI,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120004.0,SINDRIMAL,430215.0,BANDHAGUDA,VILLAGE,241.0,989.0,481.0,508.0,347.0,224.0,123.0,642.0,257.0,385.0,0.117212230092904,0.0006014863187762,,,,,,,,,,,
50980,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50411.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3484.0,MALKANGIRI,UI,MALKANGIRI (ST),NABARANGPUR (ST),119999.0,PADMAGIRI,430309.0,MUKUNDAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0788376222930737,0.0002152973327961,,,,,,,,,,,
